"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-09-25","0.00","0.0","0.0",,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-09-26","0.13","0.0","0.0","55","49","49"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-09-27","0.00","0.0","0.0","58","43","43"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-09-28","0.00","0.0","0.0","70","43","45"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-09-29","0.00","0.0","0.0","73","45","51"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-09-30","0.00","0.0","0.0","71","52","52"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-01","0.00","0.0","0.0","77","52","57"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-02","0.00","0.0","0.0","59","39","39"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-03","0.00","0.0","0.0","61","37","37"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-04","0.00","0.0","0.0","69","36","39"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-05","0.00","0.0","0.0","73","39","51"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-06","0.00","0.0","0.0","74","51","53"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-07","0.00","0.0","0.0","79","47","47"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-08","0.35","0.0","0.0","78","47","58"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-09","1.10","0.0","0.0","61","55","55"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-10","0.04","0.0","0.0","79","54","57"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-11","0.00","0.0","0.0","68","51","51"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-12","0.00","0.0","0.0","79","48","49"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-13","0.00","0.0","0.0","78","49","58"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-14","0.00","0.0","0.0","87","57","62"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-15","0.00","0.0","0.0","85","61","61"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-16","0.00","0.0","0.0","80","44","44"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-17","0.00","0.0","0.0","65","45","50"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-18","1.60","0.0","0.0","51","41","41"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-19","0.38","0.0","0.0","44","40","43"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-20","0.11","0.0","0.0","48","40","40"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-21","0.00","0.0","0.0","69","39","54"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-22","0.00","0.0","0.0","80","53","59"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-23","0.00","0.0","0.0","79","55","55"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-24","0.00","0.0","0.0","77","55","61"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-25","0.17","0.0","0.0","78","45","45"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-26","0.00","0.0","0.0","49","39","40"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-27","0.00","0.0","0.0","63","38","38"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-28","0.00","0.0","0.0","69","38","54"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-29","0.78","0.0","0.0","70","51","52"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-30","0.05","0.0","0.0","56","33","33"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-10-31","0.00","0.0","0.0","58","33","38"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-01","0.00",,,"65","38","52"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-02","0.00",,,"68","51","58"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-03","0.02",,,"74","56","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-04","0.01",,,"66","56","59"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-05","0.00",,,"75","55","55"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-06","0.00",,,"80","55","59"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-07","0.97",,,"80","58","58"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-08","0.00",,,"70","58","64"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-09","0.00",,,"75","58","58"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-10","0.68",,,"76","46","46"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-11","0.00",,,"60","36","40"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-12","0.00",,,"64","39","49"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-13","0.01",,,"54","34","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-14","0.02",,,"36","30","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-15","0.00",,,"38","28","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-16","0.00",,,"67","28","44"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-17","0.00",,,"68","42","42"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-18","0.00",,,"70","38","38"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-19","0.00",,,"72","38","46"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-20","0.00",,,"72","45","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-21","0.42",,,"58","36","36"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-22","0.03",,,"38","32","32"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-23","0.00",,,"39","27","27"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-24","0.00",,,"49","27","32"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-25","0.10",,,"38","28","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-26","0.00",,,"31","27","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-27","0.55",,,"35","28","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-28","0.00",,,"35","24","24"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-29","0.03",,,"43","24","39"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-11-30","0.40",,,"66","32","57"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-01","0.00","0.0","0.0","58","21","21"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-02","0.00","0.0","0.0","32","20","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-03","0.00","0.0","0.0","45","26","33"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-04","0.00","0.0","0.0","46","32","37"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-05","0.00","0.0","0.0","66","37","46"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-06","0.68","0.0","0.0","63","46","55"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-07","0.00","0.0","0.0","56","27","27"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-08","0.00","0.0","0.0","42","26","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-09","0.15","0.0","0.0","39","29","31"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-10","0.00","0.0","0.0","33","28","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-11","0.00","0.0","0.0","37","29","33"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-12","0.00","0.0","0.0","58","33","51"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-13","0.00","0.0","0.0","57","50","55"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-14","0.00","0.0","0.0","67","53","60"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-15","0.77","0.0","0.0","67","50","50"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-16","0.45","0.0","0.0","51","25","25"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-17","0.00","0.0","0.0","29","24","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-18","0.00","0.0","0.0","29","8","8"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-19","0.00","0.0","0.0","20","6","20"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-20","0.00","0.0","0.0","36","20","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-21","0.00","0.0","0.0","39","25","25"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-22","0.00","0.0","0.0","33","15","15"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-23","0.00","0.0","0.0","37","13","22"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-24","0.00","0.0","0.0","34","21","24"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-25","0.00","0.0","0.0",,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-26","1.09","0.0","0.0","35","23","31"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-27","0.00","0.0","0.0","32","28","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-28","0.00","0.0","0.0","31","26","27"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-29","0.00","0.0","0.0","33","26","32"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-30","0.65","0.0","0.0","40","31","40"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1975-12-31","0.18","0.0","0.0","44","35","37"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-01","0.33",,,"39","27","27"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-02","0.02",,,"36","26","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-03","0.14",,,"34","25","25"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-04","0.00",,,"28","9","9"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-05","0.00",,,"15","7","7"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-06","0.00",,,"25","6","18"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-07","0.10",,,"42","17","33"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-08","0.13",,,"33","3","3"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-09","0.00",,,,"-4","-1"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-10","0.00",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-11","0.00",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-12","0.00",,,,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-13","0.00",,,"42","23","37"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-14","0.00",,,"56","25","25"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-15","0.00",,,"35","22","22"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-16","0.45",,,"40","21","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-17","0.00",,,"35","12","12"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-18","0.00",,,"27","9","9"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-19","0.00",,,"29","9","23"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-20","0.18",,,"35","23","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-21","0.09",,,"32","16","27"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-22","0.00",,,"32","23","25"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-23","0.00",,,"32","19","21"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-24","0.00",,,"56","21","36"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-25","0.02",,,"49","29","32"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-26","1.10",,,"54","30","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-27","0.00",,,"32","14","14"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-28","0.00",,,"28","11","15"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-29","0.00",,,"41","14","31"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-30","0.00",,,"38","27","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-01-31","0.00",,,"37","25","25"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-01","0.03","0.0","0.0","33","25","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-02","0.06","0.0","0.0","36","1","1"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-03","0.00","0.0","0.0","22","-1","12"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-04","0.00","0.0","0.0","35","11","26"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-05","0.11","0.0","0.0","41","27","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-06","0.10","0.0","0.0","32","22","22"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-07","0.00","0.0","0.0","29","11","12"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-08","0.00","0.0","0.0","31","11","26"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-09","0.00","0.0","0.0","42","25","26"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-10","0.00","0.0","0.0","53","25","52"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-11","0.00","0.0","0.0","65","34","34"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-12","0.00","0.0","0.0","48","31","31"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-13","0.00","0.0","0.0","58","31","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-14","0.00","0.0","0.0","56","30","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-15","0.00","0.0","0.0","58","30","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-16","0.05","0.0","0.0","68","54","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-17","0.49","0.0","0.0","69","39","39"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-18","0.82","0.0","0.0","59","39","54"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-19","0.02","0.0","0.0","58","36","47"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-20","0.00","0.0","0.0","52","35","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-21","0.40","0.0","0.0","60","34","53"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-22","0.28","0.0","0.0","60","34","34"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-23","0.00","0.0","0.0","42","22","22"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-24","0.00","0.0","0.0","46","22","44"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-25","0.00","0.0","0.0","71","43","54"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-26","0.00","0.0","0.0","65","43","45"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-27","0.00","0.0","0.0","66","39","41"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-28","0.00","0.0","0.0","70","35","48"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-02-29","0.00","0.0","0.0","64","47","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-01","0.00","0.0","0.0","72","44","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-02","0.00","0.0","0.0","74","52","62"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-03","0.00","0.0","0.0","70","62","64"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-04","0.56","0.0","0.0","74","50","53"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-05","0.32","0.0","0.0","78",,"49"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-06","0.00","0.0","0.0","55","25","26"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-07","0.00","0.0","0.0","46","24","31"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-08","0.00","0.0","0.0","53","23","34"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-09","0.00","0.0","0.0","49","33",
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-10","0.00","0.0","0.0","56","35","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-11","0.27","0.0","0.0","56","32","32"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-12","0.21","0.0","0.0","56","30","50"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-13","0.24","0.0","0.0","65","31","31"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-14","0.00","0.0","0.0","36","18","26"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-15","0.00","0.0","0.0","54","20","36"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-16","0.00","0.0","0.0","51","30","30"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-17","0.00","0.0","0.0","37","19","19"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-18","0.00","0.0","0.0","39","18","35"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-19","0.00","0.0","0.0","61","35","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-20","0.00","0.0","0.0","68","56","62"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-21","0.96","0.0","0.0","70","43","43"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-22","0.00","0.0","0.0","48","28","28"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-23","0.00","0.0","0.0","63","28","38"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-24","0.00","0.0","0.0","64","38","48"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-25","0.03","0.0","0.0","70","48","51"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-26","0.00","0.0","0.0","67","50","56"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-27","0.45","0.0","0.0","76","51","51"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-28","0.00","0.0","0.0","52","35","36"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-29","0.00","0.0","0.0","64","36","54"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-30","0.00","0.0","0.0",,,
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-03-31","0.00","0.0","0.0","73","45","45"
"USC00120784","BLOOMINGTON INDIANA UNIVERSITY, IN US","39.1742","-86.5214","253.0","1976-04-01","0.00","0.0","0.0","56","39","40"
