"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-13","0.00","0.0","6.0","37","19","35"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-14","0.00","0.0","5.0","39","16","35"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-15","0.00","0.0","3.0","41","31","41"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-16","0.32","0.0","3.0","46","36","38"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-17","0.01","0.0","3.0","39","23","35"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-18","0.00","0.0","1.0","44","21","33"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-19","0.03","1.0","1.0","42","31","35"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-20","0.03","0.0","0.0","42","28","38"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-21","0.00","0.0","0.0","45","28","35"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-22","0.00","0.0","0.0","48","28","29"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-23","0.00","0.0","0.0","58","23","45"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-24","0.00","0.0","0.0","53","31","44"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-25","0.00","0.0","0.0","46","22","44"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-26","0.00","0.0","0.0","59","35","36"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-27","0.00","0.0","0.0","79","30","53"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-28","0.00","0.0","0.0","83","45","62"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-29","0.00","0.0","0.0","77","57","65"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-30","0.56","0.0","0.0","65","45","46"
"USC00401790","CLARKSVILLE SEWAGE PLANT, TN US","1960-03-31","0.07","0.0","0.0","59","44","47"
